singleSetId,weight,reps,distance,duration,elevationGain,setNumber,exerciseSetParseId,exerciseName,workoutId,workoutDate,fake_user_id
ASx3ZMD6wC,102.05840462301892,12.0,0.0,0.0,0.0,1,8XAGPxK07z,Standing Barbell Calf Raise,8RhzDRfMYh,2019-07-15,fake_id_651
IFQbHHTwcg,56.69911367945497,10.0,0.0,0.0,0.0,3,eQkWZqGOOH,Single Arm Lat Pulldown,ASazO1NzHx,2019-03-25,fake_id_665
ie8Cxo6LRO,0.0,8.0,0.0,0.0,0.0,4,pPR8h9zDkG,TRX Pike,AmbZsrvyIP,2019-01-23,fake_id_653
8bVlu8LQdf,0.0,4.0,0.0,0.0,0.0,3,yDZ91mkGrv,Chin Up,o6jNq9qEC7,2019-03-25,fake_id_654
MDxo8N3Syn,10.0,15.0,0.0,0.0,0.0,1,HY7Zwcmb3r,Cable Bicep Curl,MQWz0PgXBa,2019-05-09,fake_id_653
oElsP86n9m,13.607787283069193,5.0,0.0,0.0,0.0,5,R09qEZ2Aqs,T-Bar Row,XWlDLIFUpN,2018-11-04,fake_id_661
AsDsf6Udxm,2.5,15.0,0.0,0.0,0.0,2,6FHZaM3rQl,Reverse Barbell Curl,9mPDb64GFx,2018-11-25,fake_id_653
D54EqY28gx,2.5,15.0,0.0,0.0,0.0,3,6FHZaM3rQl,Reverse Barbell Curl,9mPDb64GFx,2018-11-25,fake_id_653
LwPXcXxqFO,20.0,10.0,0.0,0.0,0.0,1,FPzXzivLD3,Smith Machine Bent Over Row,eg6QJvmGe4,2019-08-23,fake_id_653
yqMlmGyIVa,6.25,12.0,0.0,0.0,0.0,3,lTMAPRY12q,Smith Machine Squat,8Qb5RwsqOn,2018-11-23,fake_id_653
RQUFnGrcAI,136.07787283069192,5.0,0.0,0.0,0.0,6,ENQbPjeBkC,Machine Leg Press,sliGbDtFtz,2018-09-25,fake_id_658
RvvotQzzzX,86.18265279277155,12.0,0.0,0.0,0.0,2,1uh0diOKnM,Machine Leg Press,oyZ6xPcP4V,2019-04-01,fake_id_662
OGnoB63GO9,99.79044007584076,8.0,0.0,0.0,0.0,1,BRfddcmXHL,Calf Press,UxC54asTrG,2018-09-18,fake_id_658
xrSYmnAenh,13.607787283069193,8.0,0.0,0.0,0.0,1,EOvmb4f8Sm,Kettlebell Swing,CViWDvThWY,2019-05-31,fake_id_654
9pH35yP6Fc,54.43114913227677,8.0,0.0,0.0,0.0,2,qMP0qQmDWf,Machine Tricep Dip,2ZiHIh5zPN,2019-08-25,fake_id_664
0W8VjHN72U,0.0,15.0,0.0,0.0,0.0,2,7HzXd8dzoq,Reverse Hyperextension,0XmchvMpn4,2018-07-14,fake_id_672
kIF5VK38HJ,10.0,12.0,0.0,0.0,0.0,1,zmNkHnr5fJ,Cable Face Pull,fVOK05HZkB,2019-04-18,fake_id_663
osMK6SaLqA,183.7051283214341,12.0,0.0,0.0,0.0,1,bHiPaTSlwm,Machine Squat,WOu2F3iAp0,2019-04-05,fake_id_665
0vdJAhlfWe,52.16318458509857,8.0,0.0,0.0,0.0,2,04z9E2cRMq,Smith Machine Bent Over Row,CLrDMK09PC,2019-04-23,fake_id_664
ZVrGHKOjqL,3.855539730202938,15.0,0.0,0.0,0.0,3,vM9diYuGhG,Dumbbell No Money Curls,QaeQ6qyV82,2019-04-29,fake_id_654
C9YNgNAOWI,21.0,8.0,0.0,0.0,0.0,2,n9p9274CS4,Shotgun Row,TIPRpROG7D,2019-08-02,fake_id_659
yAy3oOhH3j,49.89522003792038,8.0,0.0,0.0,0.0,5,MfIF93PN4K,Freemotion Shoulder Press,VaoiozvLdq,2019-07-25,fake_id_655
GD3F09d5Xd,0.0,5.0,0.0,0.0,0.0,2,S77cKPFNGd,Mixed Grip Pull Up,h2UuRFnZR6,2019-06-03,fake_id_653
IQdmgAhHyF,17.5,8.0,0.0,0.0,0.0,1,1OqFL3itZm,Push Press,TAUAiuSLJu,2019-08-12,fake_id_663
e5x6YTTOaE,0.0,8.0,0.0,0.0,0.0,3,uyCGKa2Ige,Parallel Bar Dip,RMZ9uQEsfD,2018-08-25,fake_id_651
MrKuEwRBHc,9.071858188712797,15.0,0.0,0.0,0.0,1,4EwYLkQr8L,Biceps Curl To Shoulder Press,MwO2i2Q7SN,2019-01-06,fake_id_656
yMqo3z7UnU,16.374704030626596,12.0,0.0,0.0,0.0,1,COapOj4gU5,Kettlebell Swing,6aYob3J7sm,2019-08-25,fake_id_657
AOJVqxeAfb,27.215574566138386,12.0,0.0,0.0,0.0,2,9ABScWmCIz,Machine Tricep Extension,HC7UIUfijD,2018-11-07,fake_id_660
FSWBHOvEzK,0.0,17.0,0.0,0.0,0.0,2,lxaUJ7EIhr,Step Up,TOYeUydGzJ,2019-07-30,fake_id_654
WFznlSwDGC,0.0,0.0,0.0,15.0,0.0,2,fduaoBZDY6,Standing Forward Bend,RPEmoPibbi,2019-07-31,fake_id_663
5zt6v1EbkY,0.0,6.0,0.0,0.0,0.0,2,YjKDu141Ab,Hanging Oblique Knee Raise,JM9XEpPYdD,2019-06-14,fake_id_654
S0S2nL5g4i,47.627255490742165,10.0,0.0,0.0,0.0,3,TIYK69A61I,Barbell Hip Thrust,lfxCLH6qHi,2019-08-31,fake_id_655
jJO3DaItj0,43.091326396385774,10.0,0.0,0.0,0.0,3,WFXIatr4Qo,Stiff-Legged Barbell Good Morning,mnLnylz7ss,2019-07-12,fake_id_655
ySfkle8FZE,18.14371637742559,10.0,0.0,0.0,0.0,1,u5f6vwO93P,Dumbbell Lateral Raise,yEDG28K9y6,2019-04-07,fake_id_665
JxG4h2JC2Y,20.0,8.0,0.0,0.0,0.0,1,dkpJhORYZb,V-Bar Pulldown,2oVkYS1g5I,2019-07-29,fake_id_663
wOVkgVhOwC,16.0,8.0,0.0,0.0,0.0,3,6Sp4rIk8Wv,Kettlebell Upright Row,0Rtdu39NCW,2019-08-07,fake_id_659
WDEapLz1FF,0.0,12.0,0.0,0.0,0.0,1,KqvRjqJw3n,Hanging Knee Raise,BKXrX6omdN,2018-12-03,fake_id_656
XjywmQwS0D,0.0,22.0,0.0,0.0,0.0,2,OfPwyyV9G0,Leg Pull-In,aXYsQqjb6v,2019-05-28,fake_id_667
XzW9IDySFS,13.607787283069193,12.0,0.0,0.0,0.0,2,XiMk4pxL1s,Kettlebell Sumo Squat,CpmCqkb6bh,2019-06-19,fake_id_654
YtnZ6yem3T,24.94761001896019,5.0,0.0,0.0,0.0,2,fi1sEM1942,Snatch,liZ4FuvTFS,2019-06-06,fake_id_654
zyPKY77lxe,13.607787283069193,6.0,0.0,0.0,0.0,3,aQFqhtYRHg,Kettlebell Sumo Squat,liZ4FuvTFS,2019-06-06,fake_id_654
dmXZHJUk0c,40.0,10.0,0.0,0.0,0.0,2,gygZBmJ8Mg,Smith Machine Shrug,eODia7juXE,2019-08-01,fake_id_653
eV1FQPI6Sj,18.14371637742559,12.0,0.0,0.0,0.0,5,Zpd84e4rZE,Hammerstrength Decline Chest Press,zZ5TvvHaei,2019-06-09,fake_id_667
Zuv1VlVoVG,10.0,8.0,0.0,0.0,0.0,1,SV9BDY2O6d,Smith Machine Bench Press,rL5nQVoZLo,2019-07-31,fake_id_659
jblDJM2B7P,0.0,15.0,0.0,0.0,0.0,1,9c7Odi0tVr,Hanging Knee Raise,tuN8cUlLNW,2018-12-10,fake_id_653
Y5lFNj7O26,0.0,8.0,0.0,0.0,0.0,4,AF02ZTEroU,Pike Push Up,Wnw1icEivZ,2019-08-26,fake_id_664
4dB0W5LzeY,8.0,12.0,0.0,0.0,0.0,3,HrA06QEEHM,Incline Dumbbell Curl,g9WBotfRs6,2018-12-16,fake_id_653
iVMud5JHJQ,0.0,18.0,0.0,0.0,0.0,1,hYsFORvP5o,Scissor Crossover Kick,kp3Fj2OuDj,2018-10-11,fake_id_651
OIROwsOT7d,0.0,18.0,0.0,0.0,0.0,2,hYsFORvP5o,Scissor Crossover Kick,kp3Fj2OuDj,2018-10-11,fake_id_651
PGi3x0Wlk7,22.67964547178199,15.0,0.0,0.0,0.0,2,Zumva7Kcdm,Preacher Curl,XBAVuJjV6a,2019-05-16,fake_id_658
lTlXGhi0TC,27.0,20.0,0.0,0.0,0.0,1,TU0DDUQyb3,Smith Machine Calf Raise,2cHUQtz7iV,2019-05-30,fake_id_653
VAMuN2J4Pb,50.0,12.0,0.0,0.0,0.0,3,U6qbKmkCSM,Barbell Shrug,kAV4mNCPZG,2019-05-20,fake_id_653
6EVv9puvvH,0.0,12.0,0.0,0.0,0.0,3,8yJn6lfayf,Hanging Oblique Knee Raise,kAV4mNCPZG,2019-05-20,fake_id_653
GID7REc9uD,0.0,11.0,0.0,0.0,0.0,3,SFlZzywwHF,Bosu Ball Squat,SVydm0O13S,2019-02-05,fake_id_660
kl568RE0D9,0.0,15.0,0.0,0.0,0.0,1,RqwWj6Mdx6,Elevated Hip Bridge,ouvDbrEjDj,2019-07-09,fake_id_654
Oi295DLA5h,0.9071858188712796,15.0,0.0,0.0,0.0,2,OMC9Ee8o1B,V-Bar Pulldown,O6TdD7FMJd,2019-07-20,fake_id_664
iH7afSwY12,0.0,12.0,0.0,0.0,0.0,2,v8bMHFceAP,Star Jump,wyiN4LXeDX,2019-05-23,fake_id_654
asyiRNUFNC,0.0,12.0,0.0,0.0,0.0,1,v8bMHFceAP,Star Jump,wyiN4LXeDX,2019-05-23,fake_id_654
DFmH3wVe1w,0.0,22.0,0.0,0.0,0.0,3,S0cAO5qbco,Bosu Ball Crunch,ROiJVAFiAU,2019-06-07,fake_id_653
nKfPc71EFl,0.0,8.0,0.0,0.0,0.0,1,RUFFa8bexn,Inchworm,RIKTmhq85d,2019-04-08,fake_id_653
pEe5FXJMSh,25.0,15.0,0.0,0.0,0.0,1,Y9lfGDzHZK,Cable Crunch,RIKTmhq85d,2019-04-08,fake_id_653
JcBV3H1KK3,10.0,12.0,0.0,0.0,0.0,1,yChqUIFKkJ,Cable Face Pull,rvgHgK6KSe,2019-04-12,fake_id_663
EeDwKxHCYa,102.05840462301892,6.0,0.0,0.0,0.0,4,OC7FWz2VBp,Trap Bar Deadlift,vSHfM90D7F,2019-08-19,fake_id_664
GxvQGNFdNH,0.0,12.0,0.0,0.0,0.0,4,pse4fWsEni,Decline Push Up,cAbuBUURqd,2018-11-15,fake_id_653
rnh4hY4Piv,2.7215574566138385,0.0,0.0,60.0,0.0,2,FJ5IoJlYpV,Weighted Wall Sit,ngPICia1dY,2019-04-04,fake_id_661
HX86quuQFC,20.41168092460379,8.0,0.0,0.0,0.0,1,TozFhGqo8x,Dumbbell Step Up,3UoIXfTxpG,2019-04-13,fake_id_665
km9SgcyIkT,43.091326396385774,2.0,0.0,0.0,0.0,2,Uti9JAdBHi,Hang Snatch,zGutHhKESn,2019-04-01,fake_id_665
1tXBmD8MFT,10.205840462301897,15.0,0.0,0.0,0.0,2,9koEr2Lq5i,Concentration Curl,TR1KN77bIE,2019-05-28,fake_id_664
KcFA7BBWab,0.0,0.0,3218.688,1500.0,9.143999707392009,1,g6s4aRAxvN,Running,Fu8TF23w0H,2018-07-07,fake_id_673
9WssG0zQGR,12.0,10.0,0.0,0.0,0.0,3,OQ0JIJp2IQ,Kettlebell Swing,B8sdBESgOQ,2019-06-12,fake_id_653
DOiqFt2vFP,0.0,15.0,0.0,0.0,0.0,1,4gSwaW6HG6,Toe Touchers,HNA4BXh9v4,2018-12-05,fake_id_660
ri4hr8jUy1,49.0,8.0,0.0,0.0,0.0,3,7JzQx41scu,Machine Hip Abductor,0y59JoxMCT,2019-07-11,fake_id_653
tbXVNlfwHv,0.0,13.0,0.0,0.0,0.0,1,sK9UFkpqxD,Sit Up,DiddlG0SbN,2019-06-10,fake_id_664
V5WWEIkDqe,5.0,12.0,0.0,0.0,0.0,1,z0s5o4EQEs,Single Arm Kettlebell Shoulder Press,EsD6NAAy2u,2019-04-27,fake_id_663
A7qoxDGCkL,6.123504277381136,10.0,0.0,0.0,0.0,2,SjVglFFPL6,Tate Press,A9MknJKOV1,2019-08-12,fake_id_654
zvQW0FBQo6,13.607787283069193,8.0,0.0,0.0,0.0,1,WsbMP4u4xu,Shotgun Row,eaZ6bT6tJU,2019-02-16,fake_id_657
zB3eXKOzdt,11.339822735890994,6.0,0.0,0.0,0.0,4,C97VIoqAGp,Machine Rear Delt Fly,eaZ6bT6tJU,2019-02-16,fake_id_657
DnQEJp5EVj,15.87575183024739,12.0,0.0,0.0,0.0,2,f30mra3nx2,Cable Tricep Pushdown,Pljn4inQhJ,2018-12-11,fake_id_660
4stOL1Uoj0,0.0,3.0,0.0,0.0,0.0,3,wTe53V2tol,Lunge,gCWuPdpoQy,2019-03-26,fake_id_660
RKldgf10zA,0.0,12.0,0.0,0.0,0.0,3,HxsOBwjVA1,Floor Bridge,pWMyUaoniA,2019-05-01,fake_id_663
stMiN7ZDGF,0.0,12.0,0.0,0.0,0.0,1,AdPF8Ooqh3,Exercise Ball Push Up,EH1XFJlWdj,2018-08-22,fake_id_653
RsokvFBLN3,11.339822735890994,15.0,0.0,0.0,0.0,2,sex8Lo61Y2,Dumbbell Squat To Shoulder Press,9mXRB2OXdu,2019-03-28,fake_id_660
s6oVmb4KH0,34.01946820767298,8.0,0.0,0.0,0.0,1,rB65jU6XXU,Single Arm Landmine Press,1zxBkJoG7Q,2019-04-22,fake_id_656
yqICggKaMh,0.0,12.0,0.0,0.0,0.0,3,xqsmin6G9B,Lunge Jump,4DqxjtebD4,2019-02-11,fake_id_653
kaCtQYSQYY,22.67964547178199,10.0,0.0,0.0,0.0,2,WHRfsBUU5o,Preacher Curl,kdaygB0DwD,2019-09-10,fake_id_664
YvjxSC6JfU,14.0,8.0,0.0,0.0,0.0,3,GFAUZCKyld,Kettlebell Sumo High Pull,oVO6udpDxD,2019-08-10,fake_id_659
tSRr6QnYMl,43.091326396385774,8.0,0.0,0.0,0.0,4,oNmFegye9s,Machine Leg Press,DdGAaa8445,2019-05-14,fake_id_658
cEqVvRhsJy,29.483539113316585,10.0,0.0,0.0,0.0,1,P7gm24DaUE,Floor Press,thSKKdpMCp,2019-07-23,fake_id_654
97Uohhv3ae,0.0,8.0,0.0,0.0,0.0,3,utAEImRp71,Reverse Hyperextension,5N38oSA27V,2018-11-13,fake_id_661
2KxQoLZ7m9,35.0,2.0,0.0,0.0,0.0,4,DQbHShGHbD,Machine Rear Delt Fly,b6amBqsuOI,2018-01-18,fake_id_669
q9kBnyMflA,0.0,20.0,0.0,0.0,0.0,3,BMnoJc0brB,Flutter Kicks,gVNJANyb3A,2018-08-10,fake_id_661
i4h2h2mBap,10.0,10.0,0.0,0.0,0.0,1,ETo73Wkmzi,Bulgarian Split Squat,xm9IbAOgzJ,2019-04-14,fake_id_653
f9oXH2U2fm,9.071858188712797,8.0,0.0,0.0,0.0,3,CpnhIFZez0,Zottman Curl,7cIrucGZTq,2019-03-26,fake_id_662
8teQaL2WIE,0.0,20.0,0.0,0.0,0.0,3,PciD3xfvQj,Bosu Ball Mountain Climber,hXCZjj7otB,2018-07-27,fake_id_672
311XmG1MAF,18.14371637742559,12.0,0.0,0.0,0.0,1,kP9aHed87U,Landmine Row,UXReYoMpBY,2019-08-19,fake_id_654
f7CEDjea83,11.339822735890994,10.0,0.0,0.0,0.0,1,tIyU8jFisE,Dumbbell Sumo Squat,p7RfXycd2b,2019-08-15,fake_id_660
0s9SP8zipv,0.0,0.0,0.0,25.0,0.0,3,diyP3FTku3,Side Bridge,aNys4u2DaH,2019-08-21,fake_id_654
CcWNb7kzv8,49.89522003792038,8.0,0.0,0.0,0.0,4,Zz7FoMUF76,Wide Grip Lat Pulldown,vZUdxnHmAE,2019-07-25,fake_id_664
oCjqPdhcsR,0.0,5.0,0.0,0.0,0.0,4,DTmz1AvM8Z,Wide Grip Pull Up,NvsnFwHjgh,2018-12-21,fake_id_651
JPQVYIq7Ek,0.0,8.0,0.0,0.0,0.0,4,mhZhLYa7hq,Parallel Bar Dip,Xe0NWMtHed,2018-12-26,fake_id_656
aP9WiGj9mg,2.5,8.0,0.0,0.0,0.0,4,Xiko8QAWc4,Cable Shoulder External Rotation,DscynkHVBn,2019-05-20,fake_id_663
keI6zEcn8E,0.0,12.0,0.0,0.0,0.0,1,Kra7kOIFBF,Vertical Knee Raise,cdA4VW9GV0,2019-04-30,fake_id_664
54Rw0pnOlJ,40.82336184920758,4.0,0.0,0.0,0.0,6,yrp24ov88t,Machine Tricep Extension,dV4gWPJrOk,2019-03-01,fake_id_660
3qN1ES5O5t,0.0,20.0,0.0,0.0,0.0,3,EdiDM2MILL,Mountain Climber,lqqhKm973m,2018-06-28,fake_id_653
bxMzHQ4Z7Y,0.0,7.0,0.0,0.0,0.0,3,J98Qa0FGNx,Bosu Ball Squat,Ft4n7i3MV7,2019-02-26,fake_id_657
3ZmahTg0St,13.607787283069193,12.0,0.0,0.0,0.0,2,SFa0G0SiXc,Barbell Lunge,HmTKeT2zA0,2019-04-01,fake_id_654
d4iGzlxE2U,0.0,10.0,0.0,0.0,0.0,3,gNM4GCDNuV,Decline Reverse Crunch,y7fM1NzN4w,2018-08-30,fake_id_661
57cZnfFhHH,31.75150366049478,8.0,0.0,0.0,0.0,2,0m0BLFuMb4,Dip,WOu2F3iAp0,2019-04-05,fake_id_665
gUho38ILKP,12.0,10.0,0.0,0.0,0.0,1,1uLQXzUeqJ,Dumbbell Step Up,1jI4tYZJ5F,2019-01-28,fake_id_653
BcPcfzX3Wb,22.67964547178199,12.0,0.0,0.0,0.0,3,ke4HCyk9mA,Cable Face Pull,vZUdxnHmAE,2019-07-25,fake_id_664
EDmaDXF7zf,0.0,8.0,0.0,0.0,0.0,2,tzr1PjHNcb,Handle Band Bent Over Row,Zr100hRlDA,2019-04-09,fake_id_653
8yEZeC3F8I,7.0,12.0,0.0,0.0,0.0,3,TTgYYFTj5O,Medicine Ball Slam,4qu2ThXRcY,2019-02-04,fake_id_653
wkpLiR7and,0.0,5.0,0.0,0.0,0.0,4,deOp3GMbOq,Decline Push Up,r5dqNmyk8k,2018-08-22,fake_id_661
tAWJB6Bu76,0.0,14.0,0.0,0.0,0.0,2,AIdZi532dR,TRX Bicep Curl,NkPgGzhhSL,2019-05-15,fake_id_656
CLlCuBZlOu,40.82336184920758,10.0,0.0,0.0,0.0,2,HqCtQ5rZ6X,Hack Squat,aWRU7fJ6vg,2018-10-11,fake_id_661
VHkm1tp8so,6.8038936415345965,10.0,0.0,0.0,0.0,1,kKXGkwLwLD,Dumbbell Squat To Shoulder Press,Bd0V2N5UTn,2019-07-30,fake_id_667
JE7oGXCLDy,0.0,25.0,0.0,0.0,0.0,2,QBPD88INpN,Scissor Kick,1iixuNNkGU,2018-12-23,fake_id_653
vGnyg5BfuC,0.0,15.0,0.0,0.0,0.0,2,yFbzvQwV7C,Straight Leg Kickback,zWIVxYLThw,2019-05-07,fake_id_654
zj3EqzHsb1,29.483539113316585,10.0,0.0,0.0,0.0,1,SUvhbzslXl,Preacher Curl,N8Mft186Xd,2019-08-09,fake_id_651
qUlO5EUe7V,25.0,12.0,0.0,0.0,0.0,4,17XvZ1YP8p,Barbell Step Up,n6xabDyrPe,2019-05-16,fake_id_663
erIFUxV2Vd,9.071858188712797,10.0,0.0,0.0,0.0,3,2ECRnPW3Eg,Machine Bicep Curl,q43LbErqLb,2019-03-05,fake_id_657
59Ae5lmT3i,40.82336184920758,15.0,0.0,0.0,0.0,2,nbCUZuILRO,Seated Back Extension,IQG1pJndBq,2019-04-18,fake_id_664
WLuhJ1mgKT,9.071858188712797,10.0,0.0,0.0,0.0,1,AiEP059jyO,Kettlebell Clean,uLIx5ODSWj,2019-07-11,fake_id_654
xxiGYreguO,15.87575183024739,10.0,0.0,0.0,0.0,3,5SglTdeZ3j,Single Leg Kettlebell Deadlift,w0JIrHBzDT,2019-08-03,fake_id_655
12CMRc86Nl,52.16318458509857,8.0,0.0,0.0,0.0,1,st9xTGhHIK,Hammerstrength Iso Row,56TmIYqaxJ,2018-07-10,fake_id_658
bbDfYfkdRr,43.091326396385774,10.0,0.0,0.0,0.0,1,bZEY6ifmPz,Dumbbell Sumo Squat,vMyax8CUH3,2019-03-27,fake_id_665
EAlBhah3rU,0.0,10.0,0.0,0.0,0.0,1,KqR80WDzgh,Bulgarian Split Squat,VvONJDHxC7,2018-06-25,fake_id_653
kz90YfxGeV,13.607787283069193,15.0,0.0,0.0,0.0,1,osRbGhCZFY,Cable Tricep Pushdown,tplgiERDNC,2019-08-23,fake_id_657
5Wzj5sQyzk,13.607787283069193,5.0,0.0,0.0,0.0,1,VOy06Tz6T9,Barbell Step Up,aNys4u2DaH,2019-08-21,fake_id_654
2tswQOcE8C,30.0,12.0,0.0,0.0,0.0,3,bmDtnCsuzJ,Seated Back Extension,oM3hNfsmBH,2019-07-24,fake_id_663
zXsNNaoURG,0.0,15.0,0.0,0.0,0.0,1,FFsBCDAtXQ,Scissor Kick,S8TsGORQeK,2019-04-11,fake_id_670
ngO1KtJUgH,0.0,20.0,0.0,0.0,0.0,2,mup1jRRSKb,Bosu Ball Push Up,Xe0NWMtHed,2018-12-26,fake_id_656
88BzZ4MisE,36.28743275485118,10.0,0.0,0.0,0.0,3,Ddxba0A51k,Ab Crunch Machine,XJTYeID8Xg,2019-02-14,fake_id_665
73ROcktuZr,52.16318458509857,10.0,0.0,0.0,0.0,3,o7TfR7PMJd,Seated Back Extension,A4ysiSCawD,2018-07-25,fake_id_658
CsAG0cm4nk,18.14371637742559,10.0,0.0,0.0,0.0,3,SZFFPpIf7h,Incline Hammer Curl,3Bz2ojSNjV,2019-04-22,fake_id_665
oHzvCGkWQu,9.071858188712797,8.0,0.0,0.0,0.0,1,8pw4C7N2zr,Kettlebell Sumo High Pull,OMOrU7ns7n,2019-07-03,fake_id_654
G0DenYHysS,0.0,17.0,0.0,0.0,0.0,3,xTEEQIRBA1,Side Plank Lift,ZfqH5xnYOX,2019-08-07,fake_id_654
9nQee6RKeq,0.0,15.0,0.0,0.0,0.0,3,TB1rNvUUHM,TRX Squat and Row,WZgCBLsVmb,2019-06-25,fake_id_653
ltwtN1Bodw,17.5,12.0,0.0,0.0,0.0,2,XR0gV2nsPN,Smith Machine Bench Press,eg6QJvmGe4,2019-08-23,fake_id_653
A8BqmZicCe,1.25,12.0,0.0,0.0,0.0,2,pGmerBbKui,Cable Shoulder External Rotation,1DGz0Hh4Kb,2019-05-02,fake_id_663
JBqK4vaNyk,10.205840462301897,10.0,0.0,0.0,0.0,3,Jes0CfHo3n,Palms-Down Barbell Wrist Curl,W1sZK2C9dB,2019-07-19,fake_id_660
Y5G5Xp7SC6,0.0,24.0,0.0,0.0,0.0,3,XmEG1uvdCs,Bosu Ball Push Up,22t4WW7aaf,2019-03-04,fake_id_656
LuqeqV1CJb,40.82336184920758,8.0,0.0,0.0,0.0,3,HaHKF7EB7e,Hammerstrength Iso Row,DiddlG0SbN,2019-06-10,fake_id_664
h5F4HBpExs,11.339822735890994,10.0,0.0,0.0,0.0,3,BxYgHc5khT,Single Arm Lat Pulldown,j3ZeZ2IqN3,2019-08-13,fake_id_660
VyjSIqgf6x,0.0,25.0,0.0,0.0,0.0,3,seYjBmWz4O,Decline Reverse Crunch,RbfFptUKOl,2019-07-12,fake_id_654
Paq6ageziE,12.0,12.0,0.0,0.0,0.0,3,6seAjbnOLv,Dumbbell Step Up,h09Ac1Z09B,2019-07-04,fake_id_653
IaMO8G3FVY,25.0,15.0,0.0,0.0,0.0,1,CTGjAhVNVH,Ab Crunch Machine,DIC23Ha1md,2018-12-13,fake_id_653
S22DaKlPy0,22.67964547178199,10.0,0.0,0.0,0.0,2,Gr0bQrE0Sc,Barbell Row,qC7z7Jd3dm,2019-06-07,fake_id_660
LkcIbcG2lc,0.0,20.0,0.0,0.0,0.0,2,j4yTYWgYYi,Incline Push Up,1iRb6aqZW2,2019-08-26,fake_id_656
GmahD4jM1z,0.0,0.0,0.0,40.0,0.0,1,7eqzl0FHzo,Side Bridge,1iRb6aqZW2,2019-08-26,fake_id_656
Z5wqBqAo5n,10.205840462301897,15.0,0.0,0.0,0.0,1,9koEr2Lq5i,Concentration Curl,TR1KN77bIE,2019-05-28,fake_id_664
niogS2H7J0,0.0,0.0,1210.0,480.0,0.0,1,dqIgiMf8bv,Running - Treadmill,6AkYcBUaEF,2019-06-01,fake_id_663
IyLCZ500qb,49.89522003792038,10.0,0.0,0.0,0.0,2,9RQZySnGID,Machine Tricep Dip,DXHVQALvg0,2019-08-01,fake_id_667
NBSF1AZYSc,24.94761001896019,12.0,0.0,0.0,0.0,1,7cPdDT5VFh,Dumbbell Shrug,BHOMN8ZQEs,2019-04-25,fake_id_660
Czh2gPcdES,36.28743275485118,12.0,0.0,0.0,0.0,1,hTv8lHi24V,Reverse Grip Pull Down,U6ETKuHjEi,2019-02-08,fake_id_656
0ZZAwFNGBF,19.95808801516815,10.0,0.0,0.0,0.0,2,QsTQxPM7Gk,Kettlebell Sumo Squat,RXoRgbwzt2,2019-07-17,fake_id_660
duzRcgsZDo,49.89522003792038,15.0,0.0,0.0,0.0,2,HSFgnNBnuB,Standing Machine Calf Raise,D4ALwZFhCK,2019-05-29,fake_id_664
vbGRY6YBvo,0.0,25.0,0.0,0.0,0.0,1,UjpAi0VHZm,Exercise Ball Crunch,Hn8YF2zmus,2019-07-02,fake_id_653
b7ETXrHGCs,56.69911367945497,10.0,0.0,0.0,0.0,3,zJkfUWC0Tj,Barbell Bicep Drag Curl,Fg0HtHEYC9,2019-06-18,fake_id_665
6tWpEBCIpD,27.215574566138386,16.0,0.0,0.0,0.0,4,2VHBbJRzAZ,Hammerstrength Incline Chest Press,OVSMwi6SEH,2019-09-04,fake_id_655
RrFuvPHRdZ,90.0,8.0,0.0,0.0,0.0,3,Ibye3boa7b,T-Bar Row,XbYPZuT7io,2017-12-02,fake_id_652
qwgF7krqSs,0.0,15.0,0.0,0.0,0.0,1,TX7RJnSDOp,Hanging Leg Raise,3yDkbDhiVp,2019-05-17,fake_id_665
433OGcTHAv,0.0,8.0,0.0,0.0,0.0,3,89MypDZ92D,Hanging Knee Raise,XP9wgSCAf8,2019-07-04,fake_id_655
OHHdW7HnSn,20.41168092460379,10.0,0.0,0.0,0.0,3,Zo6KPnH7Ae,Dumbbell Pullover,XP9wgSCAf8,2019-07-04,fake_id_655
32DK61pOqp,6.0,12.0,0.0,0.0,0.0,3,LsJCmLGTqA,Arnold Dumbbell Press,ucVnJ0mEJw,2019-06-26,fake_id_653
FFofF6BGmV,0.0,15.0,0.0,0.0,0.0,2,lAnSYI5rfF,Cross Body Mountain Climber,ucVnJ0mEJw,2019-06-26,fake_id_653
4FOlW61oqp,10.0,15.0,0.0,0.0,0.0,2,nmiYAWgHpY,Cable Face Pull,4j2adIrDoN,2019-08-13,fake_id_663
pW11EBvxk0,18.14371637742559,12.0,0.0,0.0,0.0,3,3MAV4nkUqi,V-Bar Pulldown,9QHBpHxgAn,2019-02-08,fake_id_660
UmenkrbcAr,7.0,15.0,0.0,0.0,0.0,3,v8eQSrfUQN,Single Arm Preacher Curl,nWDzoGFzbb,2019-06-24,fake_id_653
FM3em6a3KQ,24.94761001896019,12.0,0.0,0.0,0.0,4,RPq5tEGol9,Power Snatch,pyDACwvtPj,2019-04-16,fake_id_654
ZqzTSZDhV5,0.0,8.0,0.0,0.0,0.0,3,oBIVm59aMK,Single-Leg Glute Bridge with External Rotation,pyDACwvtPj,2019-04-16,fake_id_654
Fk7s1GCv1I,0.0,0.0,0.0,661.0,0.0,1,al8ve4YkJx,Stair Stepper,t0oxDbFW5v,2019-02-08,fake_id_657
NEyRuPo0aS,0.0,18.0,0.0,0.0,0.0,2,qtU9dUArGV,Vertical Knee Raise,IEGdX9qm5c,2018-06-11,fake_id_653
